Gene_A,Gene_B
FSD2,TCEANC
FSD2,ZBTB38
FSD2,CCDC112
FSD2,C1ORF216
FSD2,ZNF417
FSD2,LNX1
FSD2,CCHCR1
FSD2,PRPF31
FSD2,PIK3R3
FSD2,SMARCE1
FSD2,LENG1
FSD2,ZNF837
FSD2,MCRS1
FSD2,CCDC120
FSD2,OXNAD1
FSD2,ZMAT2
FSD2,PNMA5
FSD2,ZNF587
FSD2,NDN
FSD2,PRPF18
FSD2,FAM110A
FSD2,THAP7
FSD2,SCNM1
FSD2,BEX2
FSD2,SPATC1L
FSD2,BRD8
FSD2,ENKD1
FSD2,Q9H6F0
FSD2,SH2D4A
FSD2,ZNF408
FSD2,CBX8
FSD2,ZNF581
FSD2,CAMSAP3
FSD2,RCOR3
FSD2,POLL
FSD2,ZNF230
FSD2,MID2
FSD2,ZNF580
FSD2,ZNF777
FSD2,ZNF490
FSD2,FAM50B
FSD2,ZNF835
FSD2,MRPL11
FAM92A,CBY2
FAM92A,APPBP2
FAM92A,SHANK3
FAM92A,CBY1
MACROD2,MACROD2
A2A284,LAT
A2A284,EGFR
A2A284,PDGFRB
SERTM1,GPR42
SERTM1,CLDN7
SERTM1,GJB1
SERTM1,CD53
SERTM1,KCNJ6
SERTM1,EMP1
SERTM1,LHFPL5
SERTM1,GPX8
SERTM1,TMEM19
SERTM1,MS4A4A
SERTM1,MTIF3
SERTM1,SPACA1
SERTM1,LRRC4C
FRMD3,TMEM218
FRMD3,CYB5B
FRMD3,ZFPL1
FRMD3,TMEM97
FRMD3,TMEM201
FRMD3,PLPP4
FRMD3,NRM
FRMD3,JAGN1
FRMD3,SERP2
FRMD3,CMTM7
FRMD3,SLC35A4
FRMD3,SERP1
PTPDC1,MAPK1
PTPDC1,CRKL
PTPDC1,TEX11
PTPDC1,MID2
A2ABK9,HSP90AB1
A2AE51,MAGEA6
A2BHY8,B3KM38
CCDC78,INCA1
A2NI60,A2NI60
A2NUT2,IGH@
ZNF320,KRTAP10-5
ZNF320,KRTAP10-7
C1ORF104,WDR5
WDR27,B4DYC6
WDR27,ASNS
TMEM213,PGRMC1
TMEM213,TCF4
TMEM213,MAL
TMEM213,MAT2A
NBAS,ZW10
NBAS,OLFM2
NBAS,RINT1
NBAS,STX18
TARS3,B2RDX5
TARS3,ARPC3
TARS3,ATF4
TARS3,TARS1
TARS3,TP53BP2
TARS3,LGALS14
TARS3,ECSIT
TARS3,TARS2
HEATR9,HEMK1
TMEM218,ATP6V0E1
TMEM218,TMPRSS2
TMEM218,PSCA
TMEM218,SDC3
TMEM218,KCNK5
TMEM218,GJB6
TMEM218,TSPAN12
TMEM218,GJB1
TMEM218,CD79A
TMEM218,PCNA
TMEM218,CTLA4
TMEM218,CD53
TMEM218,FCER1G
TMEM218,TRHR
TMEM218,IFNGR2
TMEM218,AQP2
TMEM218,KIR2DL3
TMEM218,KCNJ6
TMEM218,SLC18A1
TMEM218,EMP1
TMEM218,CLDN2
TMEM218,AQP6
TMEM218,EBP
TMEM218,SLC10A6
TMEM218,ARL13B
TMEM218,TMEM52B
TMEM218,PLEKHO1
TMEM218,FAM209A
TMEM218,TMEM31
TMEM218,LDLRAD1
TMEM218,TMEM88
TMEM218,TMED8
TMEM218,TMEM207
TMEM218,TMEM182
TMEM218,CLEC17A
TMEM218,CPLX4
TMEM218,RETREG3
TMEM218,CLEC10A
TMEM218,LSMEM2
TMEM218,LHFPL5
TMEM218,GDAP1
TMEM218,GPR152
TMEM218,GPX8
TMEM218,SSMEM1
TMEM218,ASZ1
TMEM218,TMEM234
TMEM218,TMEM45B
TMEM218,CREB3L1
TMEM218,APH1A
TMEM218,TM4SF18
TMEM218,SLC10A4
TMEM218,PIK3IP1
TMEM218,BSCL2
TMEM218,MS4A3
TMEM218,TSPAN18
TMEM218,PDCD1LG2
TMEM218,TMEM106C
TMEM218,GPR61
TMEM218,SMIM3
TMEM218,ELOVL4
TMEM218,MFF
TMEM218,MTIF3
TMEM218,VSIR
TMEM218,SAR1A
TMEM218,GJB4
TMEM218,ELOVL2
TMEM218,CD300A
TMEM218,ERGIC3
TMEM218,DAGLA
TMEM218,NPFFR2
SMCO3,MAPK9
SMCO3,PSMA6
SMCO3,TRIM39
HYKK,LAGE3
HYKK,TRIP6
HYKK,FLJ13057
HYKK,GMCL1
LOC401296,TOR1A
LOC401296,KIF1B
LOC401296,WFS1
LOC401296,HSPB1
LOC401296,NEFL
LOC401296,GRN
LOC401296,SNCA
LOC401296,HTT
LOC401296,CCT5
LOC401296,DNM2
LOC401296,PRPS1
LOC401296,PMP22
LOC401296,DR1
LOC401296,DMWD
LOC401296,SPRED1
LOC401296,ZDHHC17
LOC401296,TSC1
LOC401296,OPTN
LOC401296,RNF11
LOC401296,GTF3C3
TYW5,TYW5
MYBPHL,LAMP2
MYBPHL,GFAP
MYBPHL,CALR
MYBPHL,DLST
MYBPHL,CASP6
MYBPHL,RAN
MYBPHL,TP53BP2
MYBPHL,FHL3
MYBPHL,CDK5R1
MYBPHL,TNS2
MYBPHL,ZDHHC17
MYBPHL,NEK7
MYBPHL,JPH3
MYBPHL,MALSU1
DCDC2B,CYSRT1
DCDC2B,FRS3
DCDC2B,HSF2BP
DCDC2B,FHL3
DCDC2B,MTUS2
DCDC2B,FHL5
DCDC2B,KRT40
DCDC2B,ZNF574
DCDC2B,BANP
DCDC2B,RBPMS
DCDC2B,KRTAP3-3
FUOM,NUDCD1
SSPOP,ATN1
SSPOP,TTC28
SSPOP,ATXN7L1
NRF,PRKRA
NRF,HMOX2
VWA8,MEGF10
VWA8,NUDCD1
HIST1H1E,NCK1
HIST1H1E,CBX3
HIST1H1E,L3MBTL1
ORC5L,ORC5L
ORC5L,CDC7
ORC5L,ORC4
ORC5L,CDC45
ORC5L,KRT18
ORC5L,MCM3
ORC5L,MCM5
ORC5L,CDKN2A
ORC5L,MCM2
ORC5L,LAMB2
ORC5L,CALCOCO2
ORC5L,ORC1
ORC5L,ORC2
ORC5L,NONO
ORC5L,DMRTA1
ORC5L,TXNDC11
ORC5L,TAX1BP1
ORC5L,CDC5L
ORC5L,CDC6
ORC5L,NIF3L1
ORC5L,UBQLN4
ORC5L,STAB1
ORC5L,SIPA1L2
ORC5L,ORC3
KIAA1218,VENTX
KIAA1218,ROR2
KIAA1218,VEZF1
KIAA1218,GGA1
FAM221A,CYSRT1
FAM221A,PRRG2
FAM221A,NOTCH2NLC
FAM221A,HOXA1
FAM221A,MEOX2
FAM221A,SUMO3
FAM221A,KRTAP1-1
FAM221A,DMWD
FAM221A,KRTAP21-2
FAM221A,CDPF1
FAM221A,NOTCH2NLA
FAM221A,SPRED1
FAM221A,ZNF417
FAM221A,ANKS1A
FAM221A,PFDN5
FAM221A,KRTAP4-11
FAM221A,LHX3
GSAP,APP
GTPBP10,GOLGA2
GTPBP10,MTUS2
GTPBP10,NECAB2
GTPBP10,PNMA1
CCM1,ITGB1BP1
CCM1,CCM2
FLJ34048,GOLGA2
FLJ34048,CDC23
DNCI1,NUDT21
DNCI1,KAT7
DNCI1,TK1
DNCI1,FBP1
DNCI1,RCC1
DNCI1,ANXA7
DNCI1,MCC
DNCI1,CDKN1A
DNCI1,RAP1GAP
DNCI1,DNM2
DNCI1,PIN1
DNCI1,DCTN1
DNCI1,GRB7
DNCI1,SMN1|SMN2
DNCI1,TAOK1
DNCI1,CADM4
DNCI1,RUNDC3B
DNCI1,FAM110A
DNCI1,FAM83D
DNCI1,WDCP
DNCI1,NAGK
WDR91,WDR91
WDR91,SDCBP
WDR91,ARIH2
WDR91,HTT
WDR91,RAB8A
WDR91,WDR81
WDR91,STX8
WDR91,NUDC
RAB19,VCAN
RAB19,RABIF
RAB19,KRTAP10-8
RAB19,LSM11
NDUFB2,CDC7
NDUFB2,AGR2
NDUFB2,NDUFB7
NDUFB2,MEOX2
NDUFB2,LCN2
DENND11,SETBP1
FLJ10842,PDLIM1
FLJ10842,SNX4
FLJ10842,HCK
MBLAC1,MBLAC1
MBLAC1,NDUFAB1
MBLAC1,AGR2
MBLAC1,VAC14
MBLAC1,INCA1
MBLAC1,TRAF2
MBLAC1,TRIP13
MBLAC1,RHOH
MBLAC1,POGZ
MBLAC1,FNDC8
MBLAC1,MYOZ2
HRBL,ITSN1
HIST1H2AK,NOTCH2NLA
HIST1H2AK,APPBP2
HIST1H2AK,TERF2IP
MTMR11,SMAD9
C3ORF60,LSM1
MKL1,PRKN
MKL1,SOD1
MKL1,A2M
MKL1,APP
MKL1,UCHL1
MKL1,GFAP
MKL1,ELAVL4
MKL1,NOS3
MKL1,SNCA
MKL1,HTT
MKL1,PSEN1
MKL1,PSEN2
MKL1,ATXN3
MKL1,ATXN1
MKL1,PMP22
MKL1,TARDBP
MKL1,DCTN1
MKL1,MVP
MKL1,PEX26
MKL1,JPH3
MKL1,APBB2
MKL1,OPTN
MKL1,TDP1
EIF2C2,B4DYC6
EIF2C2,HSF2
EIF2C2,PSMD2
EIF2C2,FKBP5
EIF2C2,PTGES3
EIF2C2,MLF2
EIF2C2,NUDCD3
EIF2C2,Q96BE0
EIF2C2,AARSD1
EIF2C2,Q9HAV2
EIF2C2,STUB1
EME2,MEOX2
LOC161527,SMARCA2
LOC161527,MBD1
C5ORF49,HSF2BP
C5ORF49,KRT34
C5ORF49,CDKN2D
C5ORF49,KRT31
LRP5L,PLK1
LRP5L,CSNK2B
PI4KAP2,APPBP2
XIRP2,DYSF
XIRP2,NEBL
XIRP2,PCNA
CLEC18A,CYSRT1
CLEC18A,KRT34
CLEC18A,KRT31
CLEC18A,KRT40
CLEC18A,ADAMTSL4
CLEC18A,NOTCH2NLA
VPS37C,HELT
VPS37C,FAM22F
VPS37C,G4XUV3
VPS37C,EYA2
VPS37C,WWP2
VPS37C,HGS
VPS37C,PLSCR1
VPS37C,PLA2G10
VPS37C,CRX
VPS37C,SORBS3
VPS37C,CBFA2T3
VPS37C,PDCD6
VPS37C,STAM2
VPS37C,DCTN3
VPS37C,FCHSD2
VPS37C,SORBS2
VPS37C,BAG4
VPS37C,PSMA3
VPS37C,DDIT3
VPS37C,POLR2J
VPS37C,HNRNPF
VPS37C,PKNOX1
VPS37C,PAX9
VPS37C,GRB2
VPS37C,PRR20E
VPS37C,PRR20C
VPS37C,PRR20D
VPS37C,PRR20B
VPS37C,PRR20A
VPS37C,XIAP
VPS37C,TIAL1
VPS37C,RUNX1
VPS37C,TLE5
VPS37C,GOLGA2
VPS37C,ILF3
VPS37C,FOXI1
VPS37C,GPS2
VPS37C,KLF1
VPS37C,KRT33B
VPS37C,LAGE3
VPS37C,LASP1
VPS37C,DAZAP2
VPS37C,POU2AF1
VPS37C,KRTAP6-1
VPS37C,KRTAP6-2
VPS37C,KRTAP19-6
VPS37C,KRTAP19-5
VPS37C,KRTAP15-1
VPS37C,KRTAP19-7
VPS37C,AARD
VPS37C,CEP55
VPS37C,PLEKHG4
VPS37C,HYI
VPS37C,UBAP2
VPS37C,RINT1
VPS37C,UFSP1
VPS37C,C1ORF94
VPS37C,RBPMS2
VPS37C,NUP54
VPS37C,KRT27
VPS37C,P4HA3
VPS37C,SH3RF1
VPS37C,TFAP2D
VPS37C,RFX6
VPS37C,KRTAP7-1
VPS37C,STH
VPS37C,ZNF34
VPS37C,RIBC1
VPS37C,METTL27
VPS37C,MAPK1IP1L
VPS37C,ABHD11
VPS37C,SH3RF2
VPS37C,DYDC1
VPS37C,FAM168A
VPS37C,TSC1
VPS37C,TFG
VPS37C,RBPMS
VPS37C,FUBP1
VPS37C,BIRC7
VPS37C,HAUS1
VPS37C,NTAQ1
VPS37C,PKNOX2
VPS37C,TSG101
VPS37C,SPAG8
VPS37C,SH3GL1
VPS37C,RAMAC
VPS37C,HNRNPUL1
VPS37C,YTHDF1
VPS37C,ZMYND12
VPS37C,POLR2J3
VPS37C,ASCL3
VPS37C,RPRD1B
VPS37C,WWOX
VPS37C,TFIP11
VPS37C,PEF1
VPS37C,ZMAT5
VPS37C,TACC3
ODAD3,KLF11
ODAD3,SUV39H1
ODAD3,KDM1A
ODAD3,HRAS
ODAD3,GSN
ODAD3,FGFR3
ODAD3,RABEP1
ODAD3,KRT24
ODAD3,GLE1
ODAD3,MTUS2
ODAD3,KRT27
ODAD3,SPRED1
ODAD3,NECAB2
ODAD3,TXLNB
ODAD3,USHBP1
ODAD3,CCDC136
ODAD3,ODAD1
ODAD3,SUV39H2
ODAD3,TFIP11
ODAD3,UBQLN1
PSMB11,HGS
PSMB11,TLX3
PSMB11,PROP1
PSMB11,PITX1
PSMB11,ATG5
TUSC5,AQP12B
TUSC5,SDCBP
TUSC5,GPR42
TUSC5,HSF2BP
TUSC5,GJB3
TUSC5,RHBDL1
TUSC5,KRT34
TUSC5,WFS1
TUSC5,SLC34A2
TUSC5,SGPL1
TUSC5,CLDN7
TUSC5,OPN1LW
TUSC5,CD79A
TUSC5,CD53
TUSC5,FUT3
TUSC5,CXCR1
TUSC5,CXCR2
TUSC5,KRTAP5-9
TUSC5,IL3RA
TUSC5,SLC7A1
TUSC5,OPRM1
TUSC5,IFNGR2
TUSC5,AQP2
TUSC5,KCNC1
TUSC5,NPY2R
TUSC5,MEOX2
TUSC5,CCR4
TUSC5,EFNA4
TUSC5,CLDN8
TUSC5,CLDN12
TUSC5,SLC38A11
TUSC5,PDZK1IP1
TUSC5,BIK
TUSC5,SLC10A1
TUSC5,EBP
TUSC5,SLC1A5
TUSC5,SLC14A2
TUSC5,LY6E
TUSC5,ODF4
TUSC5,ARL13B
TUSC5,CD300E
TUSC5,TMEM52B
TUSC5,MFSD14B
TUSC5,TMEM69
TUSC5,SLC35F1
TUSC5,MRM1
TUSC5,TMEM71
TUSC5,C6ORF89
TUSC5,TMPPE
TUSC5,SLC36A1
TUSC5,TMC4
TUSC5,TMEM179B
TUSC5,LAPTM4B
TUSC5,CLEC10A
TUSC5,SLC38A6
TUSC5,KASH5
TUSC5,IRF1-AS1
TUSC5,OR7D4
TUSC5,LHFPL5
TUSC5,SLC7A14
TUSC5,FNDC9
TUSC5,SYNPR
TUSC5,GPR151
TUSC5,APH1B
TUSC5,SSMEM1
TUSC5,APH1A
TUSC5,TM4SF18
TUSC5,PLEKHB2
TUSC5,RTP4
TUSC5,YIPF6
TUSC5,BSCL2
TUSC5,TMEM80
TUSC5,TMEM237
TUSC5,TAAR9
TUSC5,SLC30A2
TUSC5,TTYH2
TUSC5,BCL2L13
TUSC5,GPR61
TUSC5,ELOVL4
TUSC5,MFF
TUSC5,SLC38A1
TUSC5,MTIF3
TUSC5,SPAG4
TUSC5,ZDHHC4
TUSC5,OSTC
TUSC5,TMEM45A
TUSC5,TMEM248
TUSC5,SLC39A1
TUSC5,SCN3B
TUSC5,GPRC5D
TUSC5,TMEM9
TUSC5,RHCG
TUSC5,SLCO3A1
TUSC5,SLC13A4
TUSC5,ERGIC3
TUSC5,DAGLA
TUSC5,NPFFR2
TUSC5,MRPS18B
PSD,GNB5
PSD,GMFG
PSD,GLRA2
PSD,HEXD
PSD,RAB40C
INADL,PHYH
INADL,NECAB2
INADL,HOMER1
INADL,CEP57L1
INADL,GIPC2
INADL,HDAC7
INADL,CINP
INADL,DDX18
KRBA1,FNTB
KRBA1,PLK1
PEDS1,SLC30A4
PEDS1,PGRMC2
PEDS1,LAMP2
PEDS1,STOM
PEDS1,CNR2
PEDS1,TRHR
PEDS1,UBE2N
PEDS1,AQP6
PEDS1,SLC10A1
PEDS1,SLC18A3
PEDS1,SLC10A6
PEDS1,TMEM52B
PEDS1,FAM209A
PEDS1,TMEM31
PEDS1,GPR152
PEDS1,CREB3L1
PEDS1,TMX2
PEDS1,SH3GLB1
TRAPPC13,SYCE1L
CNOT1,CNOT1
CNOT1,CNOT3
CNOT1,CNOT4
CNOT1,DDX6
CNOT1,ZFP36
CNOT1,TOB1
CNOT1,TNRC6A
CNOT1,NANOS1
CNOT1,CNOT9
CNOT1,CNOT6L
CNOT1,TNRC6C
CNOT1,EIF4ENIF1
CNOT1,CNOT2
CNOT1,CNOT8
CNOT1,CNOT7
CNOT1,CNOT11
CNOT1,CNOT6
CARNS1,TRIP12
MEGF11,ATN1
MEGF11,NUFIP2
MEGF11,SHANK3
BDP1,TBP
BDP1,BRF2
FAM221B,CYSRT1
FAM221B,GSC2
FAM221B,LMNA
FAM221B,LBX1
FAM221B,KRTAP10-8
FAM221B,DMWD
FAM221B,EFHC2
FAM221B,KPRP
FAM221B,LCE2C
FAM221B,ANKRD11
FAM221B,SPRED1
FAM221B,TRIM50
FAM221B,KRTAP13-1
FAM221B,CCDC13
FAM221B,KRT35
FAM221B,LZTS2
FAM221B,PLSCR2
CCDC88B,DTNB
CCDC88B,USP2
CCDC88B,HCK
CCDC88B,HOXB5
CCDC88B,LMNB1
CCDC88B,LMO1
CCDC88B,PBX2
CCDC88B,GEM
CCDC88B,LMNB2
CCDC88B,CDK18
CCDC88B,PIN1
CCDC88B,RALBP1
CCDC88B,CWF19L2
CCDC88B,FAM161A
CCDC88B,TSGA10IP
CCDC88B,ZC2HC1C
CCDC88B,KANK2
CCDC88B,RINT1
CCDC88B,PPP1R18
CCDC88B,TXLNB
CCDC88B,LNX1
CCDC88B,CCHCR1
CCDC88B,TSC1
CCDC88B,JAKMIP2
CCDC88B,SH3KBP1
CCDC88B,FAM161B
CCDC88B,TSG101
CCDC88B,BEX2
CCDC88B,TSGA10
CCDC88B,CARD9
CCDC88B,DEF6
CCDC88B,SH2D4A
CCDC88B,PLEKHA5
CCDC88B,EXOSC5
CCDC88B,TSHZ2
CCDC88B,TBC1D22B
CCDC88B,C1ORF109
CCDC88B,TRAF3IP3
CCDC88B,RBM7
CCDC88B,NME7
KLHL33,NUDCD3
A6NCI0,ELP1
A6NCI0,EEF1A1
GMNC,GMNC
GMNC,CCNE1
IZUMO1R,IZUMO1R
IZUMO1R,IZUMO1
OR14I1,KRTAP1-1
A6ND79,MAP3K7CL
GOLGA6B,KAT2B
MYADML2,CD79A
MYADML2,COMT
MYADML2,EVI2B
MYADML2,PDZK1IP1
MYADML2,AQP6
MYADML2,SLC10A1
MYADML2,ARL13B
MYADML2,FAM209A
MYADML2,GPR152
MYADML2,GPX8
MYADML2,RNF185
TBC1D3B,BAG4
TBC1D3B,BAG3
TBC1D3B,GEM
TBC1D3B,GRB2
TBC1D3B,PSMD2
TBC1D3B,GTPBP3
TBC1D3B,MDFI
TBC1D3B,ZRANB1
C5ORF51,SUOX
TMEM8B,ATXN1L
WDR97,FBXW7
MBD3L3,TRIML2
RCCD1,KDM8
SOWAHB,EMD
GOLGA6L9,RASSF10
GOLGA6L9,ZNF785
GOLGA6L9,STK25
GOLGA6L9,CACNA1A
GOLGA6L9,HGS
GOLGA6L9,POLR1C
GOLGA6L9,EIF3D
GOLGA6L9,ZBTB24
GOLGA6L9,PHF1
GOLGA6L9,ZNHIT1
GOLGA6L9,ZNF264
GOLGA6L9,SUV39H1
GOLGA6L9,TLX3
GOLGA6L9,PRKAB2
GOLGA6L9,SSX5
GOLGA6L9,ATP6V1G1
GOLGA6L9,JRK
GOLGA6L9,USP2
GOLGA6L9,ZNF205
GOLGA6L9,KRT75
GOLGA6L9,SNAI1
GOLGA6L9,GPANK1
GOLGA6L9,MBD3
GOLGA6L9,FAM107A
GOLGA6L9,MOS
GOLGA6L9,C3
GOLGA6L9,HBZ
GOLGA6L9,KRT1
GOLGA6L9,RLN1
GOLGA6L9,HOXB5
GOLGA6L9,UBTFL1
GOLGA6L9,ZNF35
GOLGA6L9,ZNF250
GOLGA6L9,ZNF17
GOLGA6L9,ZNF20
GOLGA6L9,ZNF32
GOLGA6L9,HOXB9
GOLGA6L9,DES
GOLGA6L9,TYK2
GOLGA6L9,HOXC8
GOLGA6L9,TSFM
GOLGA6L9,BAG6
GOLGA6L9,ZNF165
GOLGA6L9,ZNF80
GOLGA6L9,SUOX
GOLGA6L9,GEM
GOLGA6L9,MFAP1
GOLGA6L9,LGALS4
GOLGA6L9,HDAC4
GOLGA6L9,UBASH3A
GOLGA6L9,SCAND1
GOLGA6L9,LMO4
GOLGA6L9,TMSB4X
GOLGA6L9,POU6F2
GOLGA6L9,GTF2B
GOLGA6L9,ZBTB16
GOLGA6L9,CDK18
GOLGA6L9,TLE5
GOLGA6L9,ZNF844
GOLGA6L9,ZNF155
GOLGA6L9,ORC1
GOLGA6L9,PIN1
GOLGA6L9,RIN1
GOLGA6L9,BYSL
GOLGA6L9,IL16
GOLGA6L9,VEZF1
GOLGA6L9,TRIM14
GOLGA6L9,LAGE3
GOLGA6L9,RTP5
GOLGA6L9,RNPS1
GOLGA6L9,TEAD4
GOLGA6L9,NAB2
GOLGA6L9,ZFHX3
GOLGA6L9,ZNF124
GOLGA6L9,PKN1
GOLGA6L9,CDC37
GOLGA6L9,FXN
GOLGA6L9,ZSCAN26
GOLGA6L9,CWF19L2
GOLGA6L9,FAM161A
GOLGA6L9,ZNF792
GOLGA6L9,ZSCAN23
GOLGA6L9,TSGA10IP
GOLGA6L9,FLYWCH1
GOLGA6L9,ZNF628
GOLGA6L9,TJAP1
GOLGA6L9,ZNF648
GOLGA6L9,AVPI1
GOLGA6L9,ATXN7L2
GOLGA6L9,TTC23
GOLGA6L9,KANK2
GOLGA6L9,WDR25
GOLGA6L9,DENND5A
GOLGA6L9,PWWP2B
GOLGA6L9,PPP1R18
GOLGA6L9,FAAP20
GOLGA6L9,CDC73
GOLGA6L9,ZFP1
GOLGA6L9,KLHL35
GOLGA6L9,ANKRD11
GOLGA6L9,NSMF
GOLGA6L9,ZNF574
GOLGA6L9,ZNF497
GOLGA6L9,KCTD9
GOLGA6L9,BHLHA9
GOLGA6L9,ZNF438
GOLGA6L9,TSEN54
GOLGA6L9,CATIP
GOLGA6L9,ZNF329
GOLGA6L9,ZNF410
GOLGA6L9,RANBP3L
GOLGA6L9,MGC50722
GOLGA6L9,ASXL1
GOLGA6L9,CCDC146
GOLGA6L9,CCDC116
GOLGA6L9,ZNF444
GOLGA6L9,BCL6B
GOLGA6L9,ZGPAT
GOLGA6L9,ATPAF2
GOLGA6L9,USHBP1
GOLGA6L9,CCDC185
GOLGA6L9,UBL4B
GOLGA6L9,TPRX1
GOLGA6L9,TCEANC
GOLGA6L9,ZNF557
GOLGA6L9,JMY
GOLGA6L9,BANP
GOLGA6L9,CNNM3
GOLGA6L9,GAS2L2
GOLGA6L9,MBD3L2
GOLGA6L9,GADD45GIP1
GOLGA6L9,LMO3
GOLGA6L9,ZNF417
GOLGA6L9,BAHD1
GOLGA6L9,M1AP
GOLGA6L9,CCHCR1
GOLGA6L9,MYOZ3
GOLGA6L9,HDAC7
GOLGA6L9,PRPF31
GOLGA6L9,C22ORF15
GOLGA6L9,SHC3
GOLGA6L9,DOCK2
GOLGA6L9,DPF2
GOLGA6L9,SMARCE1
GOLGA6L9,CAVIN3
GOLGA6L9,ZNF669
GOLGA6L9,LENG1
GOLGA6L9,ZNF524
GOLGA6L9,ZNF837
GOLGA6L9,STAMBPL1
GOLGA6L9,CEP95
GOLGA6L9,SMARCD1
GOLGA6L9,ZNF764
GOLGA6L9,NTAQ1
GOLGA6L9,CCDC120
GOLGA6L9,ZNF414
GOLGA6L9,ZNF479
GOLGA6L9,EAF1
GOLGA6L9,ZNF48
GOLGA6L9,FAM161B
GOLGA6L9,ZNF578
GOLGA6L9,ZMAT2
GOLGA6L9,ZNF599
GOLGA6L9,PNMA5
GOLGA6L9,LYSMD1
GOLGA6L9,ZNF587
GOLGA6L9,PRPF18
GOLGA6L9,TXN2
GOLGA6L9,FAM110A
GOLGA6L9,ZKSCAN3
GOLGA6L9,ARHGAP9
GOLGA6L9,TACO1
GOLGA6L9,FEM1A
GOLGA6L9,THAP7
GOLGA6L9,NDUFAF3
GOLGA6L9,MMTAG2
GOLGA6L9,TRAF4
GOLGA6L9,DUSP26
GOLGA6L9,SCNM1
GOLGA6L9,GLIS2
GOLGA6L9,INO80B
GOLGA6L9,SLIRP
GOLGA6L9,HAPLN2
GOLGA6L9,ENKD1
GOLGA6L9,ISCU
GOLGA6L9,RNF39
GOLGA6L9,DEF6
GOLGA6L9,SUV39H2
GOLGA6L9,ZNF552
GOLGA6L9,SH2D4A
GOLGA6L9,ZNF696
GOLGA6L9,PATZ1
GOLGA6L9,CBX8
GOLGA6L9,CABP2
GOLGA6L9,NXT2
GOLGA6L9,FAM207A
GOLGA6L9,FBXO28
GOLGA6L9,ZNF446
GOLGA6L9,C1ORF109
GOLGA6L9,ZNF581
GOLGA6L9,CEP72
GOLGA6L9,ZNF624
GOLGA6L9,NXF1
GOLGA6L9,ZNF629
GOLGA6L9,DAXX
GOLGA6L9,POLL
GOLGA6L9,ZNF230
GOLGA6L9,TSPYL4
GOLGA6L9,ZNF580
GOLGA6L9,ZNF490
GOLGA6L9,TRAF3IP3
GOLGA6L9,TBC1D30
GOLGA6L9,ZNF835
GOLGA6L9,MRPL11
GOLGA6L9,MAB21L2
GOLGA6L9,PCDHB14
RBMY1E,RBMX
RBMY1E,RBMY1F|RBMY1J
FAM181B,TEAD4
TBC1D3F,CLIC3
TBC1D3F,YWHAE
TBC1D3F,ZRANB1
HELT,BAG3
HELT,MAGEA12
HELT,LMO4
HELT,TLE5
HELT,TRAF1
HELT,KRTAP6-1
HELT,KRTAP6-2
HELT,GPSM3
C5ORF60,KRTAP10-9
C5ORF60,KRT31
C5ORF60,FLJ13057
C5ORF60,KRT40
C5ORF60,NOTCH2NLA
C5ORF60,GMCL1
C5ORF60,KRTAP3-2
SDHAF1,SDHB
SDHAF1,KRT27
SDHAF1,HSCB
SDHAF1,CCDC136
SDHAF1,CIDEB
A6NG51,FANCG
A6NG51,STAT1
A6NG51,SOS1
A6NG51,MAPK6
A6NG51,PTOV1
A6NG51,CEP63
A6NG51,DDX24
A6NG51,PLEKHA5
A6NG51,DISC1
A6NG51,EXOC1
A6NG51,PIN4
A6NG51,TSSC4
WIPF3,WASL
CCDC160,TSC1
GAGE10,GMCL1
IGLON5,IGLON5
IGLON5,NEGR1
OOEP,ALOX5
OOEP,SNRPB
OOEP,LONRF1
OOEP,TCEANC
OOEP,NTAQ1
OOEP,ENKD1
OOEP,KIF9
OOEP,C1ORF109
OOEP,ABI2
ERICH4,SUOX
ERICH4,PPP2R5A
TVP23A,LEPROTL1
TVP23A,SCAND1
TVP23A,WIPF2
ZNF860,KRTAP10-9
ZNF860,CEP70
SPDYE2B,PCNA
SPDYE2B,MAPRE1
SPDYE2B,APPBP2
SPDYE2B,KRTAP17-1
SPDYE2B,MAPRE3
FBLL1,ESR2
SMCHD1,SMCHD1
MSGN1,DNALI1
MSGN1,ZWINT
MSGN1,LDOC1
MSGN1,OST4
MSGN1,CCDC172
MSGN1,MYF5
MSGN1,TCF4
MSGN1,IGFBP6
MSGN1,MYL9
MSGN1,ID1
MSGN1,MAGEA6
MSGN1,HAP1
MSGN1,CTAG1A|CTAG1B
MSGN1,ID2
MSGN1,ID3
MSGN1,AP1B1
MSGN1,TRAF1
MSGN1,ITGB3BP
MSGN1,TTC23L
MSGN1,BRAT1
MSGN1,NECAB2
MSGN1,TEPSIN
MSGN1,FERD3L
MSGN1,TCF12
MSGN1,TEX12
MSGN1,ZMYND12
MSGN1,SERTAD3
MSGN1,EXOC7
MSGN1,ATP11B
CCDC69,ACO1
CCDC69,PSMA3
CCDC69,MAP3K20
UNC119B,UNC119B
IGIP,MAPK8IP2
METTL15,MAPKBP1
METTL15,PROP1
METTL15,LAMP2
METTL15,HOXC8
METTL15,CSTF2
METTL15,EIF2S3
METTL15,SARS1
METTL15,CASP6
METTL15,RAN
METTL15,FKBP1A
METTL15,VAC14
METTL15,DMWD
METTL15,TRIP13
METTL15,SPRED1
METTL15,GLYCTK
METTL15,MSRB3
METTL15,USHBP1
